line number 0, blah blah blah
line number 1, blah blah blah
line number 2, blah blah blah
1 10000         0         0
1 211 0.0591683 -0.0539761 -0.0288042  0.163483   0.13958   3.13914   2.54272   7.15135   1.76221
2 211 0.0242622 0.0792126 -0.0958117  0.188483   0.13958   1.44213  0.562171    -2.056   20.8728
3 211 -0.104081 0.0579998  -0.17757  0.255364   0.13958   4.21259  -3.61238   3.67656   9.22623
4 211  -0.13875  0.148655 -0.0974531  0.265197   0.13958    2.9073   4.84191  -8.89949   9.43834
5 211 -0.0725325  0.196899 0.0405037  0.255252   0.13958   0.21052  -1.55727   1.21044   2.92915
6 211 -0.00677865 0.0223267 -0.458373  0.479722   0.13958   -3.2709   1.49006   3.27263    10.833
7 211 0.0604943 -0.202813  0.100438  0.272696   0.13958   3.42469  -4.63041   1.24222  0.758019
8 211 -0.00251944 -0.000755095 -0.00249703  0.139627   0.13958   3.57035   1.19602  -4.48726   28.7996
9 211 -0.230809 0.0128903 -0.0975188  0.287109   0.13958  -2.54637  0.418044   1.94074   31.6766
10 211 -0.087056 0.0362489  0.518272  0.544959   0.13958 -0.603921   4.06345   9.57401   0.79639
11 211 -0.00482018 -0.341033  0.282475  0.464329   0.13958  -1.19821   2.02287  -2.12922   10.1857
12 211  0.554607 -0.521034  0.214298  0.802789   0.13958    2.6331  -2.47885  0.348456   1.92211
13 211  0.185267  0.305659  0.298289  0.486014   0.13958  -1.97743  -8.49255  -6.28412   1.14884
14 211 0.0402145 -0.119596 -0.104638  0.215296   0.13958 -0.464516   6.51664  -2.76579   22.2589
15 211 0.0110138 -0.039884 -0.0153149  0.146387   0.13958  -0.24733   1.62156  -1.15453   4.22521
16 211 0.0428364  0.017314  0.221343  0.265726   0.13958   2.24851   3.08959 0.0890164  0.759715
17 211 -0.0293097 0.0404572 -0.0183231  0.149379   0.13958   1.81223   3.21891   4.26888   10.5193
18 211 -0.0929535 -0.114078 -0.00403629  0.202862   0.13958  -3.14868  0.725567   4.98619   5.35828
19 211 -0.0522686  0.307551 0.0917688  0.353869   0.13958  0.638958   3.73023  -9.66499   11.7397
20 211  0.195253 0.0733617 -0.237699  0.345672   0.13958  -4.10403   1.87049 -0.0799143   14.2959
21 211  0.451627 0.0927859  0.424692  0.642201   0.13958   2.08307   2.31874   2.76285   1.44303
22 211  0.436266 0.0510349 -0.0502338  0.463615   0.13958 -0.800617   2.97265   3.28544   6.41343
23 211 0.0116404  0.211113  0.340328  0.424275   0.13958   3.59776 -0.471891   5.22913   4.29447
24 211 0.0453737 0.0944047 -0.200826  0.266054   0.13958  -5.67073   3.35959  0.671692   8.39504
25 211 -0.0242346 -0.113139 -0.0287907  0.183574   0.13958   1.86889  0.946487   5.48435    7.5189
26 211 -0.0481085 -0.0608203 -0.200229  0.256101   0.13958  -1.27418   5.43542   3.21035   15.2455
27 211  0.309188 0.0104495  0.101215  0.354166   0.13958  -2.42725   4.27289  -1.39718   10.1365
28 211  0.347924 -0.100273 -0.0719397  0.394669   0.13958  -3.88368   2.56788  0.501071   7.65186
29 211  0.120258 -0.230504  0.567327  0.639482   0.13958   3.43261   3.21821  -2.26392   18.3855
30 211 0.00618187 -0.0347703 -0.0411498  0.149743   0.13958   3.61026  -4.99764  -3.10267   12.2223
31 211  0.128762 -0.00514221 -0.0162629  0.190665   0.13958   2.92205   4.46487   1.43814   68.7007
32 211 0.0632653 0.0277134 0.00426433  0.155792   0.13958   -2.2532  -1.71362   2.97564   5.32197
33 211 -0.174885 -0.184163  0.250721  0.383203   0.13958  -2.36872   2.72233   5.52547   9.36619
34 211  0.251212 -0.178854  0.445959  0.559874   0.13958 0.0747121 -0.431478      3.92   5.79922
35 211 0.0376989 -0.0958121 -0.230613  0.288559   0.13958   2.25222  -2.23515  -4.35077   1.19304
36 211 -0.0812626 -0.00461719 0.0569761  0.171329   0.13958   2.59374   3.53328   6.31008   6.06757
37 211  0.412148 -0.200144 -0.0624634   0.48302   0.13958   4.31314   1.06869 -0.556654   18.3064
38 211 -0.279848 -0.237001  0.419035  0.574071   0.13958  -5.31101  -2.54068  -4.27195   8.37771
39 211 -0.335284  0.349495  0.882733    1.0165   0.13958  -5.77777   3.05299  -1.18503   6.34899
40 211  0.182277  0.123129 -0.0154895  0.260975   0.13958   2.52146  -7.02446   1.95854   26.1463
41 211 0.0381177   0.03191 -0.00442273  0.148234   0.13958  -4.76111  -2.56826   2.10311   6.54388
42 211 -0.0389912 -0.101868 -0.166519  0.243123   0.13958    5.2709   1.61522   5.38057   57.3331
43 211 -0.0756129 0.0146838 -0.231118  0.280768   0.13958  0.932866 -0.526805   -4.4316   10.5022
44 211 -0.194666 -0.086405 -0.0893888  0.269877   0.13958  -5.79519 -0.620585   2.27624   8.20999
45 211 -0.0381811  0.249077  0.548722  0.619738   0.13958   4.26776 -0.198255  -4.69979   3.02452
46 211  0.329491  0.137519  0.357475  0.524163   0.13958   1.35471  0.186445  -5.31242   33.0713
47 211 0.0186627 0.0792597 0.0089846  0.161845   0.13958  -6.13696  0.361763   2.30244   26.6036
48 211 -0.133411  0.268144  0.180163  0.376352   0.13958  -7.58278  -1.64365  -1.04891    1.8215
49 211  0.184326  0.121252 0.0467452  0.265228   0.13958   2.91721  -4.69182   2.71472   29.0609
50 211 -0.0311043 -0.0424853 -0.0317526  0.152523   0.13958 -0.921497   -2.7175  0.392959   5.71161
51 211 -0.0600949 -0.0130156 -0.0473251  0.159697   0.13958   4.46419   5.50046  -2.27882   3.99444
52 211 -0.152288  0.454375  0.434579  0.661808   0.13958  -5.44694  -2.48218   2.29981   23.2578
53 211 0.0153643 -0.00437452 -0.150933  0.206201   0.13958   3.42253  -0.33564 -0.302427   17.3835
54 211 -0.0708452 -0.0132585 -0.0379636  0.161613   0.13958  -4.33635 -0.483226  -3.92164   5.37724
55 211  0.167065 -0.0565559 0.0294327  0.226844   0.13958  -1.24409  0.941639  0.796708   3.40986
56 211   0.41203 -0.080392 0.0730623  0.448389   0.13958  0.106452 -0.165892    1.0463   1.03194
57 211 -0.503013  0.251734  0.310376  0.657426   0.13958   7.80999   1.02197  -2.83844   3.41807
58 211 -0.0326437 -0.0214465 -0.120923   0.18876   0.13958   -6.1662   2.88929   1.29532     8.415
59 211  0.198908  0.123422 -0.0937364  0.288212   0.13958  -3.81908   3.06928   1.57481   11.0703
60 211 0.0545644 -0.00504836 -0.110734  0.186406   0.13958  -1.38485  -4.44709    -1.695   11.5289
61 211 0.0623511 0.0521312 -0.049408  0.168905   0.13958  -0.79991   2.66847 -0.638994   5.17882
62 211  0.294887 -0.0448248 -0.084649  0.340023   0.13958  -6.64985  -6.47529   3.52411   4.38184
63 211 -0.227728  0.205148 -0.131239  0.361458   0.13958   5.26511  -2.98202   -6.8131   4.17932
