     1  0.000142116  3.08406e-07
     3  0.000127898  1.10582e-07
     5  0.000105091  6.08423e-08
     7  7.89283e-05  3.77847e-08
     9  5.45917e-05  2.44737e-08
    11  3.53732e-05  1.61294e-08
    13  2.19579e-05  1.07571e-08
    15  1.33613e-05  7.27413e-09
    17  8.22568e-06  5.03682e-09
    19  5.22064e-06  3.59069e-09
    21  3.46302e-06  2.64615e-09
    23  2.40104e-06  2.01189e-09
    25  1.71579e-06  1.56475e-09
    27  1.26422e-06  1.24371e-09
    29  9.51905e-07  1.00481e-09
    31  7.26619e-07  8.21271e-10
    33  5.62387e-07  6.78746e-10
    35  4.39594e-07  5.65808e-10
    37  3.48356e-07  4.76461e-10
    39  2.76472e-07  4.02702e-10
    41  2.21705e-07  3.43029e-10
    43   1.7841e-07  2.93408e-10
    45  1.44884e-07  2.52658e-10
    47   1.1844e-07   2.1872e-10
    49  9.73622e-08  1.90213e-10
    51  8.01213e-08  1.65785e-10
    53  6.64077e-08  1.45237e-10
    55  5.54423e-08   1.2788e-10
    57  4.61958e-08  1.12635e-10
    59  3.87105e-08   9.9612e-11
    61  3.24978e-08  8.82771e-11
    63  2.73499e-08  7.84132e-11
    65  2.33909e-08   7.0285e-11
    67  1.97527e-08  6.26603e-11
    69   1.6782e-08  5.60825e-11
    71  1.43524e-08  5.04034e-11
    73  1.23414e-08  4.54586e-11
    75  1.07142e-08  4.12264e-11
    77  9.23553e-09  3.72819e-11
    79  8.02037e-09  3.38633e-11
    81  6.99735e-09   3.0849e-11
    83  6.15697e-09    2.824e-11
    85  5.41789e-09  2.58676e-11
    87  4.78015e-09   2.3739e-11
    89  6.01558e-08  8.23208e-11
