   -89  1.26435e-06  5.95358e-08
   -87  1.00924e-07  1.68206e-08
   -85  1.26154e-07   1.8806e-08
   -83  1.45778e-07  2.02158e-08
   -81  1.26154e-07   1.8806e-08
   -79  1.48582e-07  2.04093e-08
   -77  1.99044e-07  2.36221e-08
   -75  1.62599e-07  2.13503e-08
   -73  1.93437e-07  2.32871e-08
   -71  2.10257e-07  2.42784e-08
   -69  3.28001e-07  3.03237e-08
   -67   2.7754e-07  2.78938e-08
   -65  2.97164e-07  2.88631e-08
   -63  3.47626e-07  3.12177e-08
   -61  4.51352e-07  3.55716e-08
   -59  4.37335e-07  3.50148e-08
   -57  5.35455e-07  3.87442e-08
   -55  6.11148e-07  4.13922e-08
   -53  7.42909e-07  4.56366e-08
   -51   8.4944e-07   4.8799e-08
   -49  1.02325e-06  5.35595e-08
   -47  1.11577e-06  5.59283e-08
   -45  1.42134e-06  6.31239e-08
   -43  1.53348e-06  6.55667e-08
   -41  1.85307e-06   7.2076e-08
   -39  2.22032e-06  7.88956e-08
   -37  2.70531e-06  8.70871e-08
   -35  3.19031e-06  9.45717e-08
   -33  3.77622e-06   1.0289e-07
   -31  4.53315e-06  1.12731e-07
   -29  5.27886e-06  1.21651e-07
   -27  6.67777e-06  1.36824e-07
   -25  8.14397e-06    1.511e-07
   -23  1.06194e-05  1.72542e-07
   -21  1.33219e-05  1.93254e-07
   -19  1.70589e-05  2.18686e-07
   -17  2.20013e-05  2.48353e-07
   -15  2.93211e-05  2.86705e-07
   -13  3.95284e-05  3.32889e-07
   -11  5.24186e-05  3.83343e-07
    -9  7.06493e-05   4.4504e-07
    -7  9.07415e-05  5.04368e-07
    -5  0.000112003   5.6035e-07
    -3  0.000128961  6.01276e-07
    -1   0.00013967  6.25743e-07
     1  0.000139423   6.2519e-07
     3  0.000127848  5.98675e-07
     5  0.000109819   5.5486e-07
     7  9.01387e-05  5.02691e-07
     9  6.89812e-05  4.39755e-07
    11  5.08346e-05  3.77507e-07
    13  3.70642e-05  3.22346e-07
    15  2.71148e-05  2.75707e-07
    17  2.08239e-05  2.41616e-07
    19  1.51638e-05  2.06181e-07
    21  1.18473e-05  1.82245e-07
    23  9.50924e-06  1.63274e-07
    25  7.54403e-06  1.45428e-07
    27  6.35258e-06   1.3345e-07
    29  5.26204e-06  1.21457e-07
    31  4.48829e-06  1.12172e-07
    33  3.65287e-06  1.01196e-07
    35  3.05294e-06  9.25132e-08
    37  2.59598e-06  8.53091e-08
    39  2.19228e-06  7.83959e-08
    41  1.82223e-06  7.14738e-08
    43  1.56712e-06   6.6282e-08
    45  1.31761e-06  6.07769e-08
    47  1.16062e-06  5.70414e-08
    49  9.16722e-07  5.06948e-08
    51  7.79354e-07  4.67425e-08
    53  6.19558e-07   4.1676e-08
    55  5.85917e-07  4.05287e-08
    57  5.46669e-07  3.91478e-08
    59  4.31728e-07  3.47897e-08
    61  4.09301e-07   3.3874e-08
    63  3.30805e-07  3.04531e-08
    65  3.11181e-07   2.9536e-08
    67   2.9436e-07  2.87266e-08
    69  2.41095e-07   2.5998e-08
    71  2.49505e-07  2.64475e-08
    73  1.59796e-07  2.11654e-08
    75  1.99044e-07  2.36221e-08
    77   1.7942e-07  2.24275e-08
    79   1.7942e-07  2.24275e-08
    81  1.51385e-07  2.06009e-08
    83  1.54189e-07  2.07908e-08
    85  1.28958e-07  1.90138e-08
    87  1.14941e-07  1.79507e-08
    89  1.15782e-06  5.69725e-08
