   -89  2.80343e-09  2.80343e-09
   -71  2.80343e-09  2.80343e-09
   -63  5.60686e-09  3.96465e-09
   -61  5.60686e-09  3.96465e-09
   -59  5.60686e-09  3.96465e-09
   -57  5.60686e-09  3.96465e-09
   -55  5.60686e-09  3.96465e-09
   -53  8.41029e-09  4.85569e-09
   -51  8.41029e-09  4.85569e-09
   -49  1.12137e-08  5.60686e-09
   -45  2.24275e-08   7.9293e-09
   -43  2.80343e-09  2.80343e-09
   -41  2.80343e-08  8.86523e-09
   -39  3.64446e-08  1.01079e-08
   -37  6.44789e-08  1.34448e-08
   -35  5.60686e-08  1.25373e-08
   -33  8.97098e-08  1.58586e-08
   -31  8.69064e-08  1.56088e-08
   -29  1.65402e-07  2.15336e-08
   -27  1.85026e-07  2.27752e-08
   -25  3.28001e-07  3.03237e-08
   -23  4.93404e-07  3.71917e-08
   -21  8.12995e-07  4.77407e-08
   -19  1.44657e-06  6.36817e-08
   -17  2.85389e-06  8.94466e-08
   -15  6.22642e-06  1.32119e-07
   -13   1.1965e-05  1.83148e-07
   -11  2.38936e-05  2.58813e-07
    -9  4.34504e-05  3.49013e-07
    -7  6.74898e-05  4.34975e-07
    -5  9.76772e-05  5.23289e-07
    -3  0.000123295  5.87919e-07
    -1   0.00013997  6.26415e-07
     1  0.000139423   6.2519e-07
     3  0.000123012  5.87244e-07
     5  9.59503e-05  5.18642e-07
     7   6.7515e-05  4.35056e-07
     9  4.26318e-05   3.4571e-07
    11  2.42301e-05  2.60629e-07
    13   1.2593e-05  1.87893e-07
    15  5.73582e-06  1.26807e-07
    17  3.00528e-06  9.17883e-08
    19  1.41013e-06  6.28744e-08
    21  8.04585e-07  4.74931e-08
    23  4.54156e-07  3.56819e-08
    25  3.05574e-07  2.92687e-08
    27  1.68206e-07  2.17153e-08
    29  1.45778e-07  2.02158e-08
    31  8.97098e-08  1.58586e-08
    33  8.69064e-08  1.56088e-08
    35  8.41029e-08   1.5355e-08
    37  6.44789e-08  1.34448e-08
    39  4.20515e-08  1.08576e-08
    41  2.80343e-08  8.86523e-09
    43  1.68206e-08  6.86698e-09
    45  1.12137e-08  5.60686e-09
    47  1.40172e-08  6.26866e-09
    49   1.9624e-08  7.41718e-09
    51  1.12137e-08  5.60686e-09
    53  8.41029e-09  4.85569e-09
    55  1.40172e-08  6.26866e-09
    57  5.60686e-09  3.96465e-09
    59  1.12137e-08  5.60686e-09
    61  1.40172e-08  6.26866e-09
    63  1.12137e-08  5.60686e-09
    65  1.12137e-08  5.60686e-09
    67  5.60686e-09  3.96465e-09
    69  2.80343e-09  2.80343e-09
    89  8.41029e-09  4.85569e-09
