0 -7.38203e-07 2.24134e-09
1 -7.38203e-07 2.24134e-09
2 -1.83765e-06 1.35363e-07
3 -1.83765e-06 1.35363e-07
4 -3.79518e-06 8.00542e-08
5 -3.79518e-06 8.00542e-08
6 -5.74714e-06 4.97338e-08
7 -5.74714e-06 4.97338e-08
8 -6.6843e-06 3.19003e-08
9 -6.6843e-06 3.19003e-08
10 -6.3764e-06 2.05757e-08
11 -6.3764e-06 2.05757e-08
12 -5.29432e-06 1.34343e-08
13 -5.29432e-06 1.34343e-08
14 -4.00054e-06 8.91206e-09
15 -4.00054e-06 8.91206e-09
16 -2.82532e-06 6.01836e-09
17 -2.82532e-06 6.01836e-09
18 -1.92761e-06 4.20087e-09
19 -1.92761e-06 4.20087e-09
20 -1.29303e-06 3.02082e-09
21 -1.29303e-06 3.02082e-09
22 -8.59776e-07 2.23433e-09
23 -8.59776e-07 2.23433e-09
24 -5.62696e-07 1.6827e-09
25 -5.62696e-07 1.6827e-09
26 -3.70011e-07 1.2951e-09
27 -3.70011e-07 1.2951e-09
28 -2.46983e-07 1.0172e-09
29 -2.46983e-07 1.0172e-09
30 -1.71954e-07 8.10044e-10
31 -1.71954e-07 8.10044e-10
32 -1.26032e-07 6.4881e-10
33 -1.26032e-07 6.4881e-10
34 -9.58627e-08 5.26622e-10
35 -9.58627e-08 5.26622e-10
36 -7.36648e-08 4.26496e-10
37 -7.36648e-08 4.26496e-10
38 -5.75645e-08 3.52744e-10
39 -5.75645e-08 3.52744e-10
40 -4.29778e-08 2.86799e-10
41 -4.29778e-08 2.86799e-10
42 -3.18476e-08 2.3486e-10
43 -3.18476e-08 2.3486e-10
44 -2.39877e-08 1.94226e-10
45 -2.39877e-08 1.94226e-10
46 -1.76166e-08 1.58551e-10
47 -1.76166e-08 1.58551e-10
48 -1.30811e-08 1.30791e-10
49 -1.30811e-08 1.30791e-10
50 -9.78702e-09 1.07813e-10
51 -9.78702e-09 1.07813e-10
52 -7.51807e-09 9.01592e-11
53 -7.51807e-09 9.01592e-11
54 -6.31482e-09 7.88999e-11
55 -6.31482e-09 7.88999e-11
56 -5.16006e-09 6.8956e-11
57 -5.16006e-09 6.8956e-11
58 -4.3842e-09 6.17108e-11
59 -4.3842e-09 6.17108e-11
60 -3.85114e-09 5.60871e-11
61 -3.85114e-09 5.60871e-11
62 -3.33997e-09 5.06559e-11
63 -3.33997e-09 5.06559e-11
64 -2.87498e-09 4.55828e-11
65 -2.87498e-09 4.55828e-11
66 -2.5307e-09 4.17197e-11
67 -2.5307e-09 4.17197e-11
68 -2.2645e-09 3.83786e-11
69 -2.2645e-09 3.83786e-11
70 -1.96911e-09 3.49331e-11
71 -1.96911e-09 3.49331e-11
72 -1.74535e-09 3.20192e-11
73 -1.74535e-09 3.20192e-11
74 -1.54471e-09 2.93435e-11
75 -1.54471e-09 2.93435e-11
76 -1.32878e-09 2.62894e-11
77 -1.32878e-09 2.62894e-11
78 -1.19558e-09 2.45728e-11
79 -1.19558e-09 2.45728e-11
80 -1.07256e-09 2.26913e-11
81 -1.07256e-09 2.26913e-11
82 -8.72402e-10 1.98303e-11
83 -8.72402e-10 1.98303e-11
84 -7.16477e-10 1.76142e-11
85 -7.16477e-10 1.76142e-11
86 -5.80896e-10 1.54935e-11
87 -5.80896e-10 1.54935e-11
88 -4.6277e-10 1.34525e-11
89 -4.6277e-10 1.34525e-11
90 -3.66194e-10 1.16745e-11
91 -3.66194e-10 1.16745e-11
92 -2.83598e-10 1.01322e-11
93 -2.83598e-10 1.01322e-11
94 -2.17945e-10 8.61289e-12
95 -2.17945e-10 8.61289e-12
96 -1.58826e-10 7.1818e-12
97 -1.58826e-10 7.1818e-12
98 -1.34034e-10 6.38829e-12
99 -1.34034e-10 6.38829e-12
