0  0.000193137  2.21939e-06
1  0.000189554  5.88425e-06
2  0.00018028  5.73761e-06
3  0.000167199  3.97929e-06
4  0.00015181  1.89463e-06
5  0.000135283  1.88367e-07
6  0.000118512  -8.38293e-07
7  0.000102159  -1.14839e-06
8  8.66957e-05  -8.62082e-07
9  7.2437e-05  -1.76784e-07
10  5.95719e-05  6.89931e-07
11  4.81903e-05  1.53874e-06
12  3.83052e-05  2.2119e-06
13  2.98722e-05  2.60473e-06
14  2.28057e-05  2.66804e-06
15  1.69923e-05  2.40404e-06
16  1.23015e-05  1.85774e-06
17  8.59517e-06  1.10576e-06
18  5.73423e-06  2.43969e-07
19  3.58398e-06  -6.24893e-07
20  2.0181e-06  -1.4025e-06
21  9.21389e-07  -2.00456e-06
22  1.91383e-07  -2.36829e-06
23  -2.6075e-07  -2.45732e-06
24  -5.10087e-07  -2.2641e-06
25  -6.18354e-07  -1.80968e-06
26  -6.34742e-07  -1.14119e-06
27  -5.97048e-07  -3.27253e-07
28  -5.3301e-07  5.48335e-07
29  -4.61759e-07  1.39404e-06
30  -3.95319e-07  2.11878e-06
31  -3.40077e-07  2.6402e-06
32  -2.98183e-07  2.89254e-06
33  -2.68827e-07  2.83357e-06
34  -2.49368e-07  2.44991e-06
35  -2.36284e-07  1.76049e-06
36  -2.25943e-07  8.17619e-07
37  -2.15168e-07  -2.94679e-07
38  -2.0162e-07  -1.4651e-06
39  -1.83993e-07  -2.56244e-06
40  -1.62043e-07  -3.44585e-06
41  -1.36473e-07  -3.97746e-06
42  -1.08699e-07  -4.03724e-06
43  -8.05282e-08  -3.53911e-06
44  -5.37963e-08  -2.44746e-06
45  -2.9987e-08  -7.92979e-07
46  -9.89426e-09  1.31387e-06
47  6.63675e-09  3.67331e-06
48  2.08362e-08  5.99295e-06
49  3.49562e-08  7.89296e-06
50  5.19843e-08  8.92271e-06
51  7.50742e-08  8.592e-06
52  1.0664e-07  6.42044e-06
53  1.47066e-07  2.00912e-06
54  1.92979e-07  -4.86108e-06
55  2.35039e-07  -1.40995e-05
56  2.55199e-07  -2.51384e-05
57  2.23398e-07  -3.67233e-05
58  9.36415e-08  -4.66527e-05
59  -2.00565e-07  -5.14623e-05
60  -7.5145e-07  -4.60443e-05
61  0  0
