0  0.000138442  -8.46978e-07
1  0.000158554  4.08606e-06
2  0.000165477  3.96437e-06
3  0.000163014  1.73278e-06
4  0.000154178  -8.32677e-07
5  0.000141323  -2.79088e-06
6  0.000126251  -3.77067e-06
7  0.000110307  -3.76491e-06
8  9.44666e-05  -2.97452e-06
9  7.94053e-05  -1.69434e-06
10  6.55604e-05  -2.33572e-07
11  5.31841e-05  1.13584e-06
12  4.23873e-05  2.20866e-06
13  3.31762e-05  2.85874e-06
14  2.54828e-05  3.03875e-06
15  1.91898e-05  2.77112e-06
16  1.41495e-05  2.13338e-06
17  1.01996e-05  1.2406e-06
18  7.17517e-06  2.27094e-07
19  4.91645e-06  -7.70877e-07
20  3.27544e-06  -1.6302e-06
21  2.11946e-06  -2.25281e-06
22  1.33328e-06  -2.57398e-06
23  8.19804e-07  -2.56665e-06
24  4.99764e-07  -2.24196e-06
25  3.10568e-07  -1.64627e-06
26  2.04664e-07  -8.54976e-07
27  1.47552e-07  3.59452e-08
28  1.15649e-07  9.20188e-07
29  9.41283e-08  1.69215e-06
30  7.48551e-08  2.25797e-06
31  5.44922e-08  2.54561e-06
32  3.28437e-08  2.51324e-06
33  1.14697e-08  2.1551e-06
34  -7.40782e-09  1.50423e-06
35  -2.17078e-08  6.31565e-07
36  -3.00134e-08  -3.58929e-07
37  -3.18415e-08  -1.33902e-06
38  -2.7695e-08  -2.16883e-06
39  -1.89377e-08  -2.71259e-06
40  -7.54232e-09  -2.85692e-06
41  4.24086e-09  -2.52999e-06
42  1.42421e-08  -1.7203e-06
43  2.07109e-08  -4.92561e-07
44  2.25901e-08  1.00181e-06
45  1.96898e-08  2.52284e-06
46  1.2734e-08  3.75256e-06
47  3.26335e-09  4.3225e-06
48  -6.60539e-09  3.86304e-06
49  -1.45497e-08  2.08062e-06
50  -1.85057e-08  -1.13093e-06
51  -1.71716e-08  -5.53735e-06
